INDEX,STATE,YEAR,REVENUE_PER_STUDENT,TOTAL_EXPENDITURE_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT,SUPPORT_SERVICES_EXPENDITURE_PER_STUDENT,OTHER_EXPENDITURE_PER_STUDENT,CAPITAL_OUTLAY_EXPENDITURE_PER_STUDENT
1609,WASHINGTON,1991,,,,,,
1610,WASHINGTON,2017,,,,,,
1611,WEST_VIRGINIA,1986,,,,,,
1612,WEST_VIRGINIA,1987,,,,,,
1613,WEST_VIRGINIA,1988,,,,,,
1614,WEST_VIRGINIA,1989,,,,,,
1615,WEST_VIRGINIA,1990,,,,,,
1616,WEST_VIRGINIA,1991,,,,,,
1617,WEST_VIRGINIA,2017,,,,,,
1618,WISCONSIN,1986,,,,,,
1619,WISCONSIN,1987,,,,,,
1620,WISCONSIN,1988,,,,,,
1621,WISCONSIN,1989,,,,,,
1622,WISCONSIN,1990,,,,,,
1623,WISCONSIN,1991,,,,,,
1624,WISCONSIN,2017,,,,,,
1625,WYOMING,1986,,,,,,
1626,WYOMING,1987,,,,,,
1627,WYOMING,1988,,,,,,
1628,WYOMING,1989,,,,,,
1629,WYOMING,1990,,,,,,
1630,WYOMING,1991,,,,,,
1631,WYOMING,2017,,,,,,
1632,DODEA,1990,,,,,,
1633,NATIONAL,1990,,,,,,
1634,DODEA,1992,,,,,,
1635,NATIONAL,1992,,,,,,
1636,DODEA,1994,,,,,,
1637,NATIONAL,1994,,,,,,
1638,DODEA,1996,,,,,,
1639,NATIONAL,1996,,,,,,
1640,DODEA,1998,,,,,,
1641,NATIONAL,1998,,,,,,
1642,DODEA,2000,,,,,,
1643,NATIONAL,2000,,,,,,
1644,DODEA,2002,,,,,,
1645,NATIONAL,2002,,,,,,
1646,DODEA,2003,,,,,,
1647,NATIONAL,2003,,,,,,
1648,DODEA,2005,,,,,,
1649,NATIONAL,2005,,,,,,
1650,DODEA,2007,,,,,,
1651,NATIONAL,2007,,,,,,
1652,DODEA,2009,,,,,,
1653,NATIONAL,2009,,,,,,
1654,DODEA,2011,,,,,,
1655,NATIONAL,2011,,,,,,
1656,DODEA,2013,,,,,,
1657,NATIONAL,2013,,,,,,
1658,DODEA,2015,,,,,,
1659,NATIONAL,2015,,,,,,
1660,DODEA,2017,,,,,,
1661,NATIONAL,2017,,,,,,
1662,ALABAMA,2019,,,,,,
1663,ALASKA,2019,,,,,,
1664,ARIZONA,2019,,,,,,
1665,ARKANSAS,2019,,,,,,
1666,CALIFORNIA,2019,,,,,,
1667,COLORADO,2019,,,,,,
1668,CONNECTICUT,2019,,,,,,
1669,DELAWARE,2019,,,,,,
1670,DISTRICT_OF_COLUMBIA,2019,,,,,,
1671,DODEA,2019,,,,,,
1672,FLORIDA,2019,,,,,,
1673,GEORGIA,2019,,,,,,
1674,HAWAII,2019,,,,,,
1675,IDAHO,2019,,,,,,
1676,ILLINOIS,2019,,,,,,
1677,INDIANA,2019,,,,,,
1678,IOWA,2019,,,,,,
1679,KANSAS,2019,,,,,,
1680,KENTUCKY,2019,,,,,,
1681,LOUISIANA,2019,,,,,,
1682,MAINE,2019,,,,,,
1683,MARYLAND,2019,,,,,,
1684,MASSACHUSETTS,2019,,,,,,
1685,MICHIGAN,2019,,,,,,
1686,MINNESOTA,2019,,,,,,
1687,MISSISSIPPI,2019,,,,,,
1688,MISSOURI,2019,,,,,,
1689,MONTANA,2019,,,,,,
1690,NATIONAL,2019,,,,,,
1691,NEBRASKA,2019,,,,,,
1692,NEVADA,2019,,,,,,
1693,NEW_HAMPSHIRE,2019,,,,,,
1694,NEW_JERSEY,2019,,,,,,
1695,NEW_MEXICO,2019,,,,,,
1696,NEW_YORK,2019,,,,,,
1697,NORTH_CAROLINA,2019,,,,,,
1698,NORTH_DAKOTA,2019,,,,,,
1699,OHIO,2019,,,,,,
1700,OKLAHOMA,2019,,,,,,
1701,OREGON,2019,,,,,,
1702,PENNSYLVANIA,2019,,,,,,
1703,RHODE_ISLAND,2019,,,,,,
1704,SOUTH_CAROLINA,2019,,,,,,
1705,SOUTH_DAKOTA,2019,,,,,,
1706,TENNESSEE,2019,,,,,,
1707,TEXAS,2019,,,,,,
1708,UTAH,2019,,,,,,
1709,VERMONT,2019,,,,,,
1710,VIRGINIA,2019,,,,,,
1711,WASHINGTON,2019,,,,,,
1712,WEST_VIRGINIA,2019,,,,,,
1713,WISCONSIN,2019,,,,,,
1714,WYOMING,2019,,,,,,
